Date,Close,Return,Direction,vader_neg,vader_neu,vader_pos,vader_compound,n_posts,return_lag_1,return_lag_2,return_lag_3,vader_compound_lag_1,vader_compound_lag_2,vader_compound_lag_3,vader_compound_rolling_3,vader_compound_rolling_7,n_posts_log,return_rolling_3,return_rolling_7,volatility_7
2020-02-03,9293.521484375,-0.5441113304621492,0,0.063,0.841,0.096,0.0334,725,-0.516452796667688,0.4528695839619789,-1.6664631518128026,0.0088,0.0565,0.0388,0.032900000000000006,0.019114285714285716,6.587550014824796,-0.20256484772261882,0.6255747218126065,2.259761683861306
2020-02-04,9180.962890625,-1.2111511652417528,1,0.0655,0.8236,0.1102,0.057,1460,-0.5441113304621492,-0.516452796667688,0.4528695839619789,0.0334,0.0088,0.0565,0.03306666666666667,0.02867142857142857,7.2868764117507,-0.7572384307905294,-0.26699089681460564,1.2231792601500269
2020-02-05,9613.423828125,4.710409383547343,1,0.0762,0.827,0.0951,0.0269,1196,-1.2111511652417528,-0.5441113304621492,-0.516452796667688,0.057,0.0334,0.0088,0.0391,0.03294285714285714,7.087573705557973,0.9850489626144808,0.46997583362201906,2.2329645804520144
2020-02-06,9729.8017578125,1.2105773319493585,1,0.0636,0.8577,0.0776,0.0258,963,4.710409383547343,-1.2111511652417528,-0.5441113304621492,0.0269,0.057,0.0334,0.03656666666666667,0.03531428571428572,6.871091294610546,1.5699451834183167,0.34795397932489797,2.1532072321601876
2020-02-07,9795.943359375,0.6797836503646293,1,0.0614,0.8441,0.0945,0.0414,865,1.2105773319493585,4.710409383547343,-1.2111511652417528,0.0258,0.0269,0.057,0.03136666666666666,0.035685714285714286,6.763884908562435,2.200256788620444,0.6831320939216738,1.9614464170007448
2020-02-08,9865.119140625,0.7061676319697785,1,0.072,0.8374,0.0884,0.0149,453,0.6797836503646293,1.2105773319493585,4.710409383547343,0.0414,0.0258,0.0269,0.027366666666666664,0.029742857142857144,6.118097198041348,0.8655095380945893,0.7193175293513596,1.958825174815674
2020-02-09,10116.673828125,2.549940694219166,0,0.0631,0.8343,0.1026,0.0619,371,0.7061676319697785,0.6797836503646293,1.2105773319493585,0.0149,0.0414,0.0258,0.0394,0.037328571428571426,5.918893854273146,1.3119639921845252,1.1573737423351957,1.9791739247261362
2020-02-10,9856.611328125,-2.5706324471686526,1,0.0545,0.8426,0.1029,0.064,749,2.549940694219166,0.7061676319697785,0.6797836503646293,0.0619,0.0149,0.0414,0.04693333333333333,0.0417,6.620073206530356,0.22849195967343125,0.8678707256628382,2.3776413825920426
2020-02-11,10208.236328125,3.5674025108068053,1,0.0568,0.8497,0.0934,0.0463,1091,-2.5706324471686526,2.549940694219166,0.7061676319697785,0.064,0.0619,0.0149,0.0574,0.04017142857142857,6.9957661563048505,1.1822369192857736,1.5505212508126323,2.367211049773419
2020-02-12,10326.0546875,1.1541499979814906,0,0.0567,0.8491,0.0943,0.0462,1095,3.5674025108068053,-2.5706324471686526,2.549940694219166,0.0463,0.064,0.0619,0.05216666666666667,0.04292857142857143,6.999422467507961,0.716973353873215,1.0424841957317963,1.9143160022291277
