Date,Close,Return,Direction,vader_neg,vader_neu,vader_pos,vader_compound,n_posts
2020-01-03,3234.85009765625,-0.7059870562045378,1,0.0892,0.8085,0.1023,0.0012,410
2020-01-06,3246.280029296875,0.3533372890727193,0,0.0791,0.8169,0.104,0.0092,231
2020-01-07,3237.179931640625,-0.2803238652896223,1,0.0883,0.8265,0.0852,-0.0156,313
2020-01-08,3253.050048828125,0.4902451368978155,1,0.0921,0.8259,0.08,-0.0223,510
2020-01-09,3274.699951171875,0.6655262605488987,0,0.0785,0.8367,0.0849,-0.0009,419
2020-01-10,3265.35009765625,-0.2855178689662563,1,0.0616,0.8374,0.1009,0.0473,303
2020-01-13,3288.1298828125,0.6976215252569862,0,0.0608,0.8259,0.1133,0.0462,373
2020-01-14,3283.14990234375,-0.1514532772802224,1,0.0684,0.8406,0.0909,0.0283,444
2020-01-15,3289.2900390625,0.1870196884512287,1,0.0723,0.8451,0.0827,0.0114,383
2020-01-16,3316.81005859375,0.8366553026468271,1,0.0688,0.847,0.0842,0.0116,376
2020-01-17,3329.6201171875,0.3862162248501333,0,0.0735,0.8201,0.1018,0.0278,431
2020-01-21,3320.7900390625,-0.2651977647365577,1,0.0887,0.8311,0.0802,-0.0134,434
2020-01-22,3321.75,0.0289076071118055,1,0.0739,0.8371,0.087,0.0247,498
2020-01-23,3325.5400390625,0.1140976612478361,0,0.0528,0.8538,0.0888,0.0531,436
2020-01-24,3295.469970703125,-0.9042160974207404,0,0.0859,0.8359,0.0781,-0.0113,570
2020-01-27,3243.6298828125,-1.5730711659182384,1,0.0821,0.8474,0.067,-0.02,561
2020-01-28,3276.239990234375,1.0053584595046017,0,0.0847,0.8377,0.0776,-0.0099,455
2020-01-29,3273.39990234375,-0.0866874190868394,1,0.0738,0.8421,0.0824,-0.003,619
2020-01-30,3283.659912109375,0.3134358792605374,0,0.0714,0.8308,0.0962,0.0092,652
2020-01-31,3225.52001953125,-1.770582037552626,1,0.0661,0.8316,0.1023,0.0388,597
2020-02-03,3248.919921875,0.7254613892351713,1,0.063,0.841,0.096,0.0334,725
2020-02-04,3297.590087890625,1.4980414164082134,1,0.0655,0.8236,0.1102,0.057,1460
2020-02-05,3334.68994140625,1.125059589785371,1,0.0762,0.827,0.0951,0.0269,1196
2020-02-06,3345.780029296875,0.3325672876785646,0,0.0636,0.8577,0.0776,0.0258,963
2020-02-07,3327.7099609375,-0.5400853672730133,1,0.0614,0.8441,0.0945,0.0414,865
2020-02-10,3352.090087890625,0.7326397804890528,1,0.0545,0.8426,0.1029,0.064,749
2020-02-11,3357.75,0.168847255323512,1,0.0568,0.8497,0.0934,0.0463,1091
2020-02-12,3379.449951171875,0.6462646466197652,0,0.0567,0.8491,0.0943,0.0462,1095
2020-02-13,3373.93994140625,-0.1630445736802377,1,0.0644,0.8295,0.1061,0.0486,913
2020-02-14,3380.159912109375,0.1843533320433854,0,0.0654,0.831,0.1036,0.05,943
2020-02-18,3370.2900390625,-0.2919942636890105,1,0.0602,0.8571,0.0827,0.0303,1030
2020-02-19,3386.14990234375,0.4705785881164548,0,0.052,0.8598,0.0875,0.0524,1304
2020-02-20,3373.22998046875,-0.381551976362815,0,0.0609,0.8604,0.0787,0.0226,1694
2020-02-21,3337.75,-1.051810302712286,0,0.0698,0.8317,0.0964,0.0325,1412
2020-02-24,3225.889892578125,-3.351362667122315,0,0.0755,0.8315,0.0915,0.0123,1338
2020-02-25,3128.2099609375,-3.027999556505612,0,0.0682,0.8481,0.0829,0.0183,1285
2020-02-26,3116.389892578125,-0.3778540605322011,0,0.0743,0.8395,0.0863,0.015,1419
2020-02-27,2978.760009765625,-4.416324258407911,0,0.077,0.8373,0.0834,0.0104,2192
2020-02-28,2954.219970703125,-0.8238340444361891,1,0.0745,0.8337,0.0905,0.0171,2285
2020-03-02,3090.22998046875,4.603922900611002,0,0.0953,0.8285,0.0751,-0.0321,1727
2020-03-03,3003.3701171875,-2.8107896121075893,1,0.0975,0.8121,0.0897,-0.0187,1695
2020-03-04,3130.1201171875,4.220259077449118,0,0.0718,0.8358,0.0924,0.0156,1116
2020-03-05,3023.93994140625,-3.3922077046888544,0,0.0735,0.8436,0.0821,-0.0044,1205
2020-03-06,2972.3701171875,-1.7053852000370129,0,0.0636,0.8448,0.0916,0.025,1317
2020-03-09,2746.56005859375,-7.5969697477450975,1,0.0791,0.8274,0.0931,0.0111,2338
2020-03-10,2882.22998046875,4.939630628156144,0,0.083,0.8302,0.0868,-0.0006,1466
